code,display
967.0,AVVELENAMENTO DA BARBITURICI
967.1,AVVELENAMENTO DAL GRUPPO DELL'IDRATO DI CLORALIO
967.2,AVVELENAMENTO DA PARALDEIDE
967.3,AVVELENAMENTO DA COMPOSTI DEL BROMO
967.4,AVVELENAMENTO DA COMPOSTI DEL METAQUALONE
967.5,AVVELENAMENTO DAL GRUPPO DELLA GLUTETIMIDE
967.6,"AVVELENAMENTO DA SEDATIVI MISTI,NON CLASSIFICATI ALTROVE"
967.8,AVVELENAMENTO DA ALTRI SEDATIVI E IPNOTICI
967.9,AVVELENAMENTO DA SEDATIVI O IPNOTICI NON SPECIFICATI
968,AVVELENAMENTO DA ALTRI DEPRESSORI DEL SISTEMA NERVOSO CENTRALE E ANESTETICI
968.0,AVVELENAMENTO DA DEPRESSORI DEL TONO MUSCOLARE PER AZIONE SUL SISTEMA NERVOSO CENTRALE
968.1,AVVELENAMENTO DA ALOTANO
968.2,AVVELENAMENTO DA ALTRI ANESTETICI GASSOSI
968.3,AVVELENAMENTO DA ANESTETICI INTRAVENOSI
968.4,AVVELENAMENTO DA ALTRI E NON SPECIFICATI ANESTETICI GENERALI
968.5,AVVELENAMENTO DA ANESTETICI DI SUPERFICIE (TOPICI) E DA INFILTRAZIONE
968.6,AVVELENAMENTO DA ANESTETICI CHE AGISCONO SUI PLESSI NERVOSI E SUI NERVI PERIFERICI
968.7,AVVELENAMENTO DA ANESTETICI SPINALI
968.9,AVVELENAMENTO DA ALTRI E NON SPECIFICATI ANESTETICI LOCALI
969,AVVELENAMENTO DA SOSTANZE PSICOTROPE
969.0,AVVELENAMENTO DA ANTIDEPRESSIVI
969.1,AVVELENAMENTO DA TRANQUILLANTI A BASE DI FENOTIAZINA
969.2,AVVELENAMENTO DA TRANQUILLANTI A BASE DI BUTIRROFENONE
969.3,"AVVELENAMENTO DA ALTRI ANTIPSICOTICI,NEUROLETTICI E TRANQUILLANTI MAGGIORI"
969.4,AVVELENAMENTO DA TRANQUILLANTI A BASE DI BENZODIAZEPINA
969.5,AVVELENAMENTO DA ALTRI TRANQUILLANTI
969.6,AVVELENAMENTO DA PSICODISLEPTICI (ALLUCINOGENI)
969.7,AVVELENAMENTO DA PSICOSTIMOLANTI
969.8,AVVELENAMENTO DA ALTRE SOSTANZE PSICOTROPE SPECIFICATE
969.9,AVVELENAMENTO DA SOSTANZE PSICOTROPE NON SPECIFICATE
970,AVVELENAMENTO DA STIMOLANTI DEL SISTEMA NERVOSO CENTRALE
970.0,AVVELENAMENTO DA ANALETTICI
970.1,AVVELENAMENTO DA ANTAGONISTI DEGLI OPPIACEI
970.8,AVVELENAMENTO DA ALTRI STIMOLANTI SPECIFICATI DEL SISTEMA NERVOSO CENTRALE
970.9,AVVELENAMENTO DA STIMOLANTI NON SPECIFICATI DEL SISTEMA NERVOSO CENTRALE
971,AVVELENAMENTO DA FARMACI AGENTI PRINCIPALMENTE SUL SISTEMA NERVOSO AUTONOMO
971.0,AVVELENAMENTO DA PARASIMPATICOMIMETICI (COLINERGICI)
971.1,AVVELENAMENTO DA PARASIMPATICOLITICI (ANTICOLINERGICI E ANTIMUSCARINICI) E SPASMOLITICI
971.2,AVVELENAMENTO DA SIMPATICOMIMETICI (ADRENERGICI)
971.3,AVVELENAMENTO DA SIMPATICOLITICI (ANTIADRENERGICI)
971.9,AVVELENAMENTO DA FARMACI NON SPECIFICATI AGENTI PRINCIPALMENTE SUL SISTEMA NERVOSO AUTONOMO
972,AVVELENAMENTO DA FARMACI AGENTI PRINCIPALMENTE SUL SISTEMA CARDIOVASCOLARE
972.0,AVVELENAMENTO DA REGOLATORI DEL RITMO CARDIACO
972.1,AVVELENAMENTO DA GLUCOSIDI CARDIOTONICI E FARMACI AD AZIONE SIMILARE
972.2,AVVELENAMENTO DA FARMACI ANTILIPEMICI E ANTIARTERIOSCLEROTICI
972.3,AVVELENAMENTO DA GANGLIOPLEGICI
972.4,AVVELENAMENTO DA VASODILATATORI CORONARICI
972.5,AVVELENAMENTO DAL ALTRI VASODILATATORI
972.6,AVVELENAMENTO DA ALTRE SOSTANZE ANTIPERTENSIVE
972.7,"AVVELENAMENTO DA FARMACI ANTIVARICI,COMPRESE LE SOSTANZE SCLEROSANTI"
972.8,AVVELENAMENTO DA FARMACI CAPILLARO-ATTIVI
972.9,AVVELENAMENTO DA ALTRI E NON SPECIFICATI FARMACI AGENTI PRINCIPALMENTE SUL SISTEMA CARDIOVASCOLARE
973,AVVELENAMENTO DA FARMACI AGENTI PRINCIPALMENTE SULL'APPARATO GASTROINTESTINALE
973.0,AVVELENAMENTO DA FARMACI ANTIACIDI E INIBITORI DELLA SECREZIONE GASTRICA
973.1,AVVELENAMENTO DA CATARTICI IRRITANTI
973.2,AVVELENAMENTO DA CATARTICI EMOLLIENTI
973.3,"AVVELENAMENTO DA ALTRI CATARTICI,COMPRESI I FARMACI CONTRO L'ATONIA INTESTINALE"
973.4,AVVELENAMENTO DA DIGESTIVI
973.5,AVVELENAMENTO DA FARMACI ANTIDIARROICI
973.6,AVVELENAMENTO DA EMETICI
973.8,AVVELENAMENTO DA ALTRI FARMACI SPECIFICATI AGENTI PRINCIPALMENTE SULL'APPARATO GASTROINTESTINALE
973.9,AVVELENAMENTO DA FARMACI NON SPECIFICATI AGENTI PRINCIPALMENTE SULL'APPARATO GASTROINTESTINALE
974,"AVVELENAMENTO DA FARMACI AGENTI SUL METABOLISMO DELL'ACQUA, DEI MINERALI E DELL'ACIDO URICO"
974.0,AVVELENAMENTO DA DIURETICI MERCURIALI
974.1,AVVELENAMENTO DA DIURETICI DERIVATI DALLA PURINA
974.2,AVVELENAMENTO DA INIBITORI DELL'ANIDRASI DELL'ACIDO CARBONICO
974.3,AVVELENAMENTO DA SALURETICI
974.4,AVVELENAMENTO DA ALTRI DIURETICI
974.5,"AVVELENAMENTO DA FARMACI AGENTI SULL'EQUILIBRIO ELETTROLITICO,CALORICO ED IDRICO"
974.6,AVVELENAMENTO DA ALTRI SALI MINERALI NON CLASSIFICATI ALTROVE
974.7,AVVELENAMENTO DA FARMACI AGENTI SUL METABOLISMO DELL'ACIDO URICO
975,AVVELENAMENTO DA FARMACI AGENTI PRINCIPALMENTE SULLA MUSCOLATURA LISCIA E STRIATA E SULL'APPARATO RESPIRATORIO
975.0,AVVELENAMENTO DA OSSITOCICI
975.1,AVVELENAMENTO DA RILASSANTI DELLA MUSCOLATURA LISCIA
975.2,AVVELENAMENTO DA RILASSANTI DELLA MUSCOLATURA STRIATA
975.3,AVVELENAMENTO DA ALTRI E NON SPECIFICATI FARMACI AGENTI SUI MUSCOLI
975.4,AVVELENAMENTO DA FARMACI ANTITOSSE
975.5,AVVELENAMENTO DA ESPETTORANTI
975.6,AVVELENAMENTO DA FARMACI CONTRO IL RAFFREDDORE COMUNE
975.7,AVVELENAMENTO DA ANTIASMATICI
975.8,AVVELENAMENTO DA ALTRI E NON SPECIFICATI FARMACI DELL'APPARATO RESPIRATORIO
976,"AVVELENAMENTO DA SOSTANZE AGENTI PRINCIPALMENTE SULLA PELLE E SULLE MUCOSE E DA FARMACI DI USO IN OFTALMOLOGIA, OTORINOLARINGOIATRIA E ODONTOIATRIA"
976.0,AVVELENAMENTO DA FARMACI ANTI-INFETTIVI E ANTI-INFIAMMATORI LOCALI
976.1,AVVELENAMENTO DA ANTIPRURIGINOSI
976.2,AVVELENAMENTO DA ASTRINGENTI E DETERGENTI LOCALI
976.3,"AVVELENAMENTO DA EMOLLIENTI,LENITIVI E PROTETTIVI"
976.4,"AVVELENAMENTO DA CHERATOLITICI,CHERATOPLASTICI ED ALTRI FARMACI E PREPARATI PER IL TRATTAMENTO DEI CAPELLI"
976.5,AVVELENAMENTO DA ANTI-INFETTIVI ED ALTRI FARMACI PER GLI OCCHI
976.6,"AVVELENAMENTO DA ANTI-INFETTIVI ED ALTRI FARMACI E PREPARATI PER ORECCHIO,NASO E GOLA"
976.7,AVVELENAMENTO DA FARMACI DI APPLICAZIONE TOPICA SUI DENTI
976.8,AVVELENAMENTO DA ALTRE SOSTANZE AGENTI PRINCIPALMENTE SULLA PELLE E SULLE MUCOSE
976.9,AVVELENAMENTO DA SOSTANZE NON SPECIFICATE AGENTI PRINCIPALMENTE SULLA PELLE E SULLE MUCOSE
977,AVVELENAMENTO DA ALTRI E NON SPECIFICATI FARMACI E MEDICAMENTI
977.0,AVVELENAMENTO DA DIETETICI
977.1,AVVELENAMENTO DA FARMACI LIPOTROPI
977.2,AVVELENAMENTO DA ANTIDOTI E AGENTI CHELANTI NON CLASSIFICATI ALTROVE
977.3,AVVELENAMENTO DA ANTAGONISTI DELL'ALCOOL
977.4,AVVELENAMENTO DA ECCIPIENTI FARMACEUTICI
977.8,AVVELENAMENTO DA ALTRI FARMACI E MEDICAMENTI SPECIFICATI
977.9,AVVELENAMENTO DA FARMACO O MEDICAMENTO NON SPECIFICATO
978,AVVELENAMENTO DA VACCINI BATTERICI
978.0,AVVELENAMENTO DA VACCINO CONTRO IL BCG
978.1,AVVELENAMENTO DA VACCINO CONTRO IL TIFO E PARATIFO
978.2,AVVELENAMENTO DA VACCINO CONTRO IL COLERA
978.3,AVVELENAMENTO DA VACCINO CONTO LA PESTE
978.4,AVVELENAMENTO DA VACCINO CONTRO IL TETANO
978.5,AVVELENAMENTO DA VACCINO CONTRO LA DIFTERITE
978.6,"AVVELENAMENTO DA VACCINO CONTRO LA PERTOSSE,COMPRESI I VACCINI MISTI CON COMPONENTE ANTIPERTOSSE"
978.8,AVVELENAMENTO DA ALTRI E NON SPECIFICATI VACCINI BATTERICI
978.9,"AVVELENAMENTO DA VACCINI BATTERICI MISTI,ESCLUSI QUELLI CON COMPONENTE ANTIPERTOSSE"
979,AVVELENAMENTO DA ALTRI VACCINI E PRODOTTI BIOLOGICI
979.0,AVVELENAMENTO DA VACCINO ANTIVAIOLOSO
979.1,AVVELENAMENTO DA VACCINO ANTIRABBICO
979.2,AVVELENAMENTO DA VACCINO CONTRO IL TIFO ESANTEMATICO
979.3,AVVELENAMENTO DA VACCINO CONTRO LA FEBBRE GIALLA
979.4,AVVELENAMENTO DA VACCINO ANTIMORBILLOSO
979.5,AVVELENAMENTO DA VACCINO ANTIPOLIOMIELITICO
979.6,AVVELENAMENTO DA ALTRI E NON SPECIFICATI VACCINI CONTRO VIRUS E RICKETTSIE
979.7,"AVVELENAMENTO DA VACCINI MISTI CONTRO VIRUS,RICKETTSIE E BATTERI,ESCLUSI QUELLI CON COMPONENTE ANTIPERTOSSE"
979.9,AVVELENAMENTO DA ALTRI E NON SPECIFICATI VACCINI E PRODOTTI BIOLOGICI
980,EFFETTI TOSSICI DELL'ALCOOL
980.0,EFFETTI TOSSICI DELL'ALCOOL ETILICO
980.1,EFFETTI TOSSICI DELL'ALCOOL METILICO
980.2,EFFETTI TOSSICI DELL'ALCOOL ISOPROPILICO
980.3,EFFETTI TOSSICI DEL FUSELOLO
980.8,EFFETTI TOSSICI DI ALTRI ALCOOLI SPECIFICATI
980.9,EFFETTI TOSSICI DI ALCOOL NON SPECIFICATO
981,EFFETTI TOSSICI DEI DERIVATI DEL PETROLIO
982,EFFETTI TOSSICI DI ALTRI SOLVENTI DERIVATI DAL PETROLIO
982.0,EFFETTI TOSSICI DI BENZENE ED OMOLOGHI
982.1,EFFETTI TOSSICI DEL TETRACLORURO DI CARBONIO
982.2,EFFETTI TOSSICI DEL SOLFURO DI CARBONIO
982.3,EFFETTI TOSSICI DI ALTRI IDROCARBURI CLORATI UTILIZZATI COME SOLVENTI
982.4,EFFETTI TOSSICI DI NITROGLICOLE
982.8,EFFETTI TOSSICI DI ALTRI SOLVENTI NON DERIVATI DAL PETROLIO
983,"EFFETTI TOSSICI DI SOSTANZE CORROSIVE AROMATICHE, ACIDI E ALCALI CAUSTICI"
983.0,"EFFETTI TOSSICI DI SOSTANZE CORROSIVE AROMATICHE,ACIDI E ALCALI CAUSTICI"
983.1,EFFETTI TOSSICI DI ACIDI
983.2,EFFETTI TOSSICI DI ALCALI CAUSTICI
983.9,EFFETTI TOSSICI DI ALCALI NON SPECIFICATI
984,EFFETTI TOSSICI DEL PIOMBO E DEI SUOI COMPOSTI (COMPRESI I VAPORI)
984.0,EFFETTI TOSSICI DEI COMPOSTI INORGANICI DEL PIOMBO
984.1,EFFETTI TOSSICI DEI COMPOSTI ORGANICI DEL PIOMBO
984.8,EFFETTI TOSSICI DI ALTRI COMPOSTI DEL PIOMBO
984.9,EFFETTI TOSSICI DEI COMPOSTI DEL PIOMBO NON SPECIFICATI
985,EFFETTI TOSSICI DI ALTRI METALLI
985.0,EFFETTI TOSSICI DEL MERCURIO E SUOI COMPOSTI
985.1,EFFETTI TOSSICI DELL'ARSENICO E SUOI COMPOSTI
985.2,EFFETTI TOSSICI DEL MANGANESE E SUOI COMPOSTI
985.3,EFFETTI TOSSICI DEL BERILLIO E SUOI COMPOSTI
985.4,EFFETTI TOSSICI DELL'ANTIMONIO E SUOI COMPOSTI
985.5,EFFETTI TOSSICI DEL CADMIO E SUOI COMPOSTI
985.6,EFFETTI TOSSICI DEL CROMO
985.8,EFFETTI TOSSICI DI ALTRI METALLI SPECIFICATI
985.9,EFFETTI TOSSICI DI METALLI NON SPECIFICATI
986,EFFETTI TOSSICI DELL'OSSIDO DI CARBONIO
987,"EFFETTI TOSSICI DI ALTRI GAS, FUMI O VAPORI"
987.0,EFFETTI TOSSICI DI GAS LIQUIDI DI PETROLIO
987.1,EFFETTI TOSSICI DI ALTRI IDROCARBURI GASSOSI
987.2,EFFETTI TOSSICI DI OSSIDI NITROSI
987.3,EFFETTI TOSSICI DI ANIDRIDE SOLFOROSA
987.4,EFFETTI TOSSICI DI FREON
987.5,EFFETTI TOSSICI DI GAS LACRIMOGENI
987.6,EFFETTI TOSSICI DI CLORO GASSOSO
987.7,EFFETTI TOSSICI DI ACIDO CIANIDRICO GASSOSO
987.8,"EFFETTI TOSSICI DI ALTRI GAS,FUMI O VAPORI SPECIFICATI"
987.9,"EFFETTI TOSSICI DI GAS,FUMI O VAPORI NON SPECIFICATI"
988,EFFETTI TOSSICI DI SOSTANZE NOCIVE INGERITE COME ALIMENTI
988.0,EFFETTI TOSSICI DI PESCE E MOLLUSCHI INGERITI COME ALIMENTI
988.1,EFFETTI TOSSICI DI FUNGHI INGERITI COME ALIMENTI
988.2,EFFETTI TOSSICI DI BACCHE E ALTRI VEGETALI INGERITI COME ALIMENTI
988.8,EFFETTI TOSSICI DI ALTRE SOSTANZE NOCIVE SPECIFICATE INGERITE COME ALIMENTI
988.9,EFFETTI TOSSICI DI SOSTANZE NOCIVE NON SPECIFICATE INGERITE COME ALIMENTI
989,EFFETTI TOSSICI DI ALTRE SOSTANZE DI ORIGINE PRINCIPALMENTE NON MEDICAMENTOSA
989.0,EFFETTI TOSSICI DI ACIDO CIANIDRICO E CIANURI
989.1,EFFETTI TOSSICI DI STRICNINA E SUOI SALI
989.2,EFFETTI TOSSICI DI IDROCARBURI CLORATI
989.3,EFFETTI TOSSICI DI COMPOSTI ORGANOFOSFORICI E CARBAMATI
989.4,EFFETTI TOSSICI DI ALTRI PESTICIDI NON CLASSIFICATI ALTROVE
989.5,EFFETTI TOSSICI DI VELENO DI ORIGINE ANIMALE
989.6,EFFETTI TOSSICI DI SAPONI E DETERGENTI
989.7,EFFETTI TOSSICI DI AFLATOSSINE E ALTRE MICOTOSSINE (CONTAMINANTI GLI ALIMENTI)
989.8,EFFETTI TOSSICI DI ALTRE SOSTANZE DI ORIGINE PRINCIPALMENTE NON MEDICAMENTOSA
989.81,EFFETTI TOSSICI DELL'ASBESTO
989.82,EFFETTI TOSSICI DEL LATTICE
989.83,EFFETTI TOSSICI DEL SILICONE
989.84,EFFETTI TOSSICI DEL TABACCO
989.89,"EFFETTI TOSSICI DI ALTRE SOSTANZE DI ORIGINE PRINCIPALMENTE NON MEDICAMENTOSA,NON CLASSIFICATE ALTROVE"
989.9,EFFETTI TOSSICI DI SOSTANZE NON SPECIFICATE DI ORIGINE PRINCIPALMENTE NON MEDICAMENTOSA
990,"EFFETTI DELLE RADIAZIONI,NON SPECIFICATI"
991,EFFETTI DEL FREDDO
991.0,CONGELAMENTO DELLA FACCIA
991.1,CONGELAMENTO DELLA MANO
991.2,CONGELAMENTO DEL PIEDE
991.3,CONGELAMENTO DI ALTRE E NON SPECIFICATE SEDI
991.4,PIEDE DA IMMERSIONE
991.5,GELONI
991.6,IPOTERMIA
991.8,ALTRI SPECIFICATI EFFETTI DEL FREDDO
991.9,EFFETTI DEL FREDDO NON SPECIFICATI
992,EFFETTI DEL CALORE E DELLA LUCE
992.0,COLPO DI CALORE E COLPO DI SOLE
992.1,SINCOPE DA CALORE
992.2,CRAMPI DA CALORE
992.3,"ESAURIMENTO DA CALORE,ANIDROTICO"
992.4,ESAURIMENTO DA CALORE PER PERDITA DI SALI
992.5,ESAURIMENTO DA CALORE NON SPECIFICATO
992.6,"AFFATICAMENTO DA CALORE,TRANSITORIO"
992.7,EDEMA DA CALORE
992.8,ALTRI SPECIFICATI EFFETTI DA CALORE
992.9,EFFETTI NON SPECIFICATI DEL CALDO E DELLA LUCE
993,EFFETTI DELLA PRESSIONE ATMOSFERICA
993.0,BAROTRAUMA OTITICO
993.1,BAROTRAUMA SINUSALE
993.2,ALTRI E NON SPECIFICATI EFFETTI DELL'ALTITUDINE
993.3,MALATTIA DEI CASSONI
993.4,EFFETTI DELLA PRESSIONE DELL'ARIA CAUSATI DA ESPLOSIONE
993.8,ALTRI EFFETTI SPECIFICATI DELLA PRESSIONE ATMOSFERICA
993.9,EFFETTI NON SPECIFICATI DELLA PRESSIONE ATMOSFERICA
994,EFFETTI DI ALTRE CAUSE ESTERNE
994.0,EFFETTI DEL FULMINE
994.1,ANNEGAMENTO E SOMMERSIONE NON MORTALI
994.2,EFFETTI DELLA FAME
994.3,EFFETTI DELLA SETE
994.4,ESAURIMENTO DA ESPOSIZIONE ALL'AMBIENTE
994.5,ESAURIMENTO DA SFORZO ECCESSIVO
994.6,CINETOSI
994.7,ASFISSIA E STRANGOLAMENTO
994.8,ELETTROCUZIONE E EFFETTI NON MORTALI DELLA CORRENTE ELETTRICA
994.9,ALTRI EFFETTI DI CAUSE ESTERNE
995,ALCUNI EFFETTI AVVERSI NON CLASSIFICATI ALTROVE
995.0,ALTRO SHOCK ANAFILATTICO NON CLASSIFICATO ALTROVE
995.1,EDEMA ANGIONEUROTICO NON CLASSIFICATO ALTROVE
995.2,"EFFETTI AVVERSI NON SPECIFICATI DI FARMACI, MEDICAMENTI E PRODOTTI BIOLOGICI NON CLASSIFICATI ALTROVE"
995.20,"ALTRI E NON SPECIFICATI EFFETTI AVVERSI DI FARMACI, MEDICAMENTI E PRODOTTI BIOLOGICI NON SPECIFICATI"
995.21,FENOMENO DI ARTHUS
995.22,EFFETTI AVVERSI DELL'ANESTESIA NON SPECIFICATI
995.23,EFFETTI AVVERSI DELL'INSULINA NON SPECIFICATI
995.27,ALTRA ALLERGIA AI FARMACI
995.29,"ALTRI EFFETTI AVVERSI NON SPECIFICATI DI ALTRI FARMACI, MEDICAMENTI E PRODOTTI BIOLOGICI"
995.3,"ALLERGIA,NON SPECIFICATA,NON CLASSIFICATA ALTROVE"
995.4,SHOCK DA ANESTESIA NON SPECIFICATO ALTROVE
995.5,SINDROME DEL BAMBINO MALTRATTATO
995.50,ABUSO DI MINORE NON SPECIFICATO
995.51,ABUSO DI MINORE EMOTIVO/PSICOLOGICO
995.52,TRASCURATEZZA DI MINORE (NUTRIZIONALE)
995.53,ABUSO SESSUALE SU MINORE
995.54,ABUSO FISICO DI MINORE
995.55,SINDROME DEL BAMBINO AGITATO
995.59,ALTRI ABUSI E TRASCURATEZZE DI MINORI
995.6,SHOCK ANAFILATTICO DA REAZIONI AVVERSE ALL'ALIMENTO
995.60,SHOCK ANAFILATTICO DA ALIMENTO NON SPECIFICATO
995.61,SHOCK ANAFILATTICO DA ARACHIDI
995.62,SHOCK ANAFILATTICO DA CROSTACEI
995.63,SHOCK ANAFILATTICO DA FRUTTI E VEGETALI
995.64,SHOCK ANAFILATTICO DA NOCI (O NOCCIOLE) E DA SEMI
995.65,SHOCK ANAFILATTICO DA PESCE
995.66,SHOCK ANAFILATTICO DA ADDITIVI ALIMENTARI
995.67,SHOCK ANAFILATTICO DA DERIVATI DEL LATTE
995.68,SHOCK ANAFILATTICO DA UOVA
995.69,SHOCK ANAFILATTICO DA ALTRO ALIMENTO SPECIFICATO
995.7,"ALTRE REAZIONI AVVERSE ALL'ALIMENTO,NON CLASSIFICATE ALTROVE"
995.8,EFFETTI AVVERSI SPECIFICATI NON CLASSIFICATI ALTROVE
995.80,"MALTRATTAMENTO DI ADULTO,NON SPECIFICATO"
995.81,SINDROME DELL'ADULTO MALTRATTATO
995.82,ABUSO EMOTIVO/PSICOLOGICO DI ADULTO
995.83,ABUSO SESSUALE DI ADULTO
995.84,TRASCURATEZZA DI ADULTO (NUTRIZIONALE)
995.85,ALTRI ABUSI E TRASCURATEZZE DI ADULTO
995.86,IPERTERMIA MALIGNA
995.89,ALTRI EFFETTI AVVERSI SPECIFICATI NON CLASSIFICATI ALTROVE
995.9,SINDROME DA RISPOSTA INFIAMMATORIA SISTEMICA (SIRS)
995.90,"SINDROME DA RISPOSTA INFIAMMATORIA SISTEMICA, NON SPECIFICATA"
995.91,SEPSI
995.92,SEPSI SEVERA
995.93,SINDROME DA RISPOSTA INFIAMMATORIA SISTEMICA DOVUTA A PROCESSO NON INFETTIVO SENZA DISFUNZIONE D'ORGANO ACUTA
995.94,SINDROME DA RISPOSTA INFIAMMATORIA SISTEMICA DOVUTA A PROCESSO NON INFETTIVO CON DISFUNZIONE D'ORGANO ACUTA
996,COMPLICAZIONI PECULIARI DI ALCUNI INTERVENTI SPECIFICATI
996.0,"COMPLICAZIONI MECCANICHE DI DISPOSITIVI, IMPIANTI E INNESTI CARDIACI"
996.00,"COMPLICAZIONI MECCANICHE DI DISPOSITIVI,IMPIANTI E INNESTI CARDIACI NON SPECIFICATI"
996.01,COMPLICAZIONI MECCANICHE DA PACE-MAKER CARDIACO (ELETTRODO)
996.02,COMPLICAZIONI MECCANICHE DA PROTESI VALVOLARE CARDIACA
996.03,COMPLICAZIONI MECCANICHE DA INNESTO DI BY-PASS CORONARICO
996.04,COMPLICAZIONI MECCANICHE DEL DEFIBRILLATORE CARDIACO AUTOMATICO IMPIANTABILE
996.09,"ALTRE COMPLICAZIONI MECCANICHE DI DISPOSITIVI,IMPIANTI E INNESTI CARDIACI"
996.1,"COMPLICAZIONI MECCANICHE DI ALTRI DISPOSITIVI,IMPIANTI E INNESTI VASCOLARI"
996.2,"COMPLICAZIONI MECCANICHE DI DISPOSITIVI,IMPIANTI E INNESTI DEL SISTEMA NERVOSO"
996.3,"COMPLICAZIONI MECCANICHE DI DISPOSITIVI, IMPIANTI E INNESTI DELL'APPARATO GENITOURINARIO"
996.30,"COMPLICAZIONI MECCANICHE DI DISPOSITIVI,IMPIANTI E INNESTI DELL'APPARATO GENITOURINARIO NON SPECIFICATI"
996.31,COMPLICAZIONI MECCANICHE DA CATETERE URETRALE (PERMANENTE)
996.32,COMPLICAZIONI MECCANICHE DA DISPOSITIVO CONTRACCETTIVO INTRAUTERINO
996.39,"ALTRE COMPLICAZIONI MECCANICHE DI DISPOSITIVI,IMPIANTI E INNESTI DELL'APPARATO GENITOURINARIO"
996.4,"COMPLICAZIONI MECCANICHE DI DISPOSITIVI, IMPIANTI E INNESTI ORTOPEDICI INTERNI"
996.40,"COMPLICAZIONI MECCANICHE NON SPECIFICATE DI DISPOSITIVI, IMPIANTI E INNESTI ORTOPEDICI INTERNI"
996.41,ALLENTAMENTO MECCANICO DELLA PROTESI ARTICOLARE
996.42,DISLOCAZIONE DELLA PROTESI ARTICOLARE
996.43,FALLIMENTO DELL'IMPIANTO DELLA PROTESI ARTICOLARE
996.44,FRATTURA PERI-PROTESICA INTORNO ALLA PROTESI ARTICOLARE
996.45,OSTEOLISI PERI-PROTESICA
996.46,USURA DELLA SUPERFICIE ARTICOLARE DELLA PROTESI
996.47,ALTRE COMPLICAZIONI MECCANICHE DELL'IMPIANTO DELLA PROTESI ARTICOLARE
996.49,"ALTRE COMPLICAZIONI MECCANICHE DI ALTRI DISPOSITIVI ORTOPEDICI INTERNI, IMPIANTI E INNESTI"
996.5,"COMPLICAZIONI MECCANICHE DI ALTRI IMPIANTI, PROTESI E INNESTI SPECIFICATI"
996.51,COMPLICAZIONI MECCANICHE DI INNESTI PROTESICI CORNEALI
996.52,COMPLICAZIONI MECCANICHE DI INNESTI PROTESICI DI ALTRI TESSUTI NON CLASSIFICATI ALTROVE
996.53,COMPLICAZIONI MECCANICHE DI LENTI OCULARI PROTESICHE
996.54,COMPLICAZIONI MECCANICHE DI PROTESI MAMMARIE
996.55,COMPLICAZIONI MECCANICHE DA INNESTO CUTANEO ARTIFICIALE E DA ALLODERMA DECELLULARIZZATO
996.56,COMPLICAZIONI MECCANICHE DA CATETERE PER DIALISI PERITONEALE
996.57,COMPLICAZIONI MECCANICHE DOVUTE ALLA POMPA INSULINICA
996.59,COMPLICAZIONI MECCANICHE DI ALTRI IMPIANTI E DISPOSITIVI INTERNI NON CLASSIFICATI ALTROVE
996.6,"INFEZIONE E REAZIONE INFIAMMATORIA DA PROTESI, IMPIANTI E INNESTI INTERNI"
996.60,"INFEZIONE E REAZIONE INFIAMMATORIA DA PROTESI,IMPIANTI E INNESTI NON SPECIFICATI"
996.61,"INFEZIONE E REAZIONE INFIAMMATORIA DA PROTESI,IMPIANTI E INNESTI CARDIACI"
996.62,"INFEZIONE E REAZIONE INFIAMMATORIA DA ALTRE PROTESI,IMPIANTI E INNESTI VASCOLARI"
996.63,"INFEZIONE E REAZIONE INFIAMMATORIA DA PROTESI,IMPIANTI E INNESTI DEL SISTEMA NERVOSO"
996.64,INFEZIONE E REAZIONE INFIAMMATORIA DA CATETERE URINARIO A PERMANENZA
996.65,"INFEZIONE E REAZIONE INFIAMMATORIA DA ALTRE PROTESI,IMPIANTI E INNESTI DELL'APPARATO GENITOURINARIO"
996.66,INFEZIONE E REAZIONE INFIAMMATORIA DA PROTESI ARTICOLARI INTERNE
996.67,"INFEZIONE E REAZIONE INFIAMMATORIA DA ALTRE PROTESI,IMPIANTI E INNESTI ORTOPEDICI INTERNI"
996.68,INFEZIONE E REAZIONE INFIAMMATORIA DA CATETERE PER DIALISI PERITONEALE
996.69,"INFEZIONE E REAZIONE INFIAMMATORIA DA ALTRE PROTESI,IMPIANTI E INNESTI INTERNI"
996.7,"ALTRE COMPLICAZIONI DI PROTESI, IMPIANTI E INNESTI INTERNI (BIOLOGICI) (SINTETICI)"
996.70,"ALTRE COMPLICAZIONI DA PROTESI,IMPIANTI E INNESTI NON SPECIFICATI"
996.71,ALTRE COMPLICAZIONI DA PROTESI VALVOLARI CARDIACHE
996.72,"ALTRE COMPLICAZIONI DA ALTRE PROTESI,IMPIANTI E INNESTI CARDIACI"
996.73,"ALTRE COMPLICAZIONI DA PROTESI,IMPIANTI E INNESTI PER DIALISI RENALE"
996.74,"ALTRE COMPLICAZIONI DA ALTRE PROTESI,IMPIANTI E INNESTI VASCOLARI"
996.75,"ALTRE COMPLICAZIONI DA PROTESI,IMPIANTI E INNESTI DEL SISTEMA NERVOSO"
996.76,"ALTRE COMPLICAZIONI DA PROTESI,IMPIANTI E INNESTI DELL'APPARATO GENITOURINARIO"
996.77,ALTRE COMPLICAZIONI DA PROTESI ARTICOLARI INTERNE
996.78,"ALTRE COMPLICAZIONI DA ALTRE PROTESI,IMPIANTI E INNESTI INTERNI ORTOPEDICI"
